RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,ID,ACTION
92397,49574,117961,118052,118391,120773,118959,118960,120774,11268,0
16639,6232,117961,118343,118437,120516,185973,120518,120519,27820,1
278393,21033,117961,118300,123749,166592,166593,118638,166594,22553,1
34950,32242,117961,118327,253965,118259,120721,290919,118261,28722,1
40862,34612,117961,118327,118320,118321,117906,290919,118322,7384,1
28294,18686,117961,118386,121883,118784,118785,290919,118786,27372,1
23875,51491,118074,23779,117884,117885,117913,117887,117888,24368,1
75078,17326,117961,118386,118692,118259,132715,290919,118261,29374,1
80570,2270,117961,118413,120584,120773,118959,118960,120774,26420,1
36569,4636,117902,118041,119181,120952,122352,118453,120954,31756,1
29304,98683,117975,117976,117941,117879,117886,19721,117880,9460,1
43650,17451,117961,118052,126137,133718,225564,124136,133719,2462,1
33236,4378,117961,118327,118507,118863,122008,118398,118865,27689,1
3069,3120,117961,118300,120312,118792,255249,118424,118794,16652,1
29304,62541,117980,117981,118246,179731,150980,117887,117973,24346,1
95933,87,117961,118446,118447,118321,117906,290919,118322,19964,1
38960,3656,117961,118300,118631,118924,153285,118667,118926,12942,1
18399,5396,117961,118343,119993,118321,240983,290919,118322,11708,1
79226,18004,117961,118446,118673,119976,302418,19793,119978,16455,1
16443,7076,117961,118225,120041,119093,139668,119095,119096,9454,1
109716,160736,119301,119302,119303,118641,306399,118643,118644,29584,1
80653,7411,117961,118386,118746,118451,126089,118453,118454,6509,1
45337,15645,117961,118052,122392,128903,160695,292795,128905,19205,1
32174,59785,91261,118026,120671,121143,139068,249618,121145,31102,1
78882,52056,118212,118213,119734,153957,119248,118667,153959,589,1
80795,16830,117961,118327,119830,120773,118959,118960,120774,27421,1
73144,3246,117961,118300,121216,119351,138942,3130,119353,13136,1
80688,97016,119062,119091,118957,117905,117906,290919,117908,16549,1
79141,17654,117961,121019,118053,118054,118054,117887,118055,8848,1
972,4819,118290,118291,118292,118293,118294,118295,118296,4624,1
40202,4013,117961,118300,118514,118321,240983,290919,118322,27895,1
78766,82206,118079,118080,117878,117879,304519,19721,117880,20142,1
74615,17790,117961,118225,119924,117905,240983,290919,117908,6845,1
74995,6047,117961,118413,120370,118321,124400,290919,118322,14343,1
75078,5305,118315,118316,126785,307024,294485,118331,118332,18412,1
79543,50976,117961,118413,119968,118321,117906,290919,118322,10850,1
32642,15961,119280,119281,118623,126684,122534,292795,126685,8869,1
25993,21033,117961,118300,123749,166592,166593,118638,166594,27196,1
4675,71215,117961,118386,118404,117905,117906,290919,117908,9424,1
42093,6732,117961,117969,6725,120527,275449,6725,120529,5454,1
37737,58494,117918,117919,118483,117879,121445,19721,117880,26659,1
41824,7022,119062,119091,118535,118321,117906,290919,118322,1449,1
37793,6284,118212,118213,120551,117905,134159,290919,117908,26552,1
36031,1350,117961,118052,120096,117905,117906,290919,117908,15849,1
23921,5143,117961,118343,123125,119849,244844,118638,119851,11454,1
18418,3970,117961,118300,118458,118054,118054,117887,118055,26849,1
37009,1249,117961,118386,118910,118321,117906,290919,118322,18816,1
27750,25772,118006,118007,117941,117879,117897,19721,117880,28019,0
27804,50967,118990,118991,118992,118259,118260,290919,118261,21031,1
42085,59000,118181,118182,117912,117885,117886,117887,117888,24853,1
15361,27,117961,118413,120370,118685,123004,308574,118687,21942,1
21448,1466,117961,118300,123749,125010,157062,118424,125012,17280,1
6878,4545,117961,118446,120317,117905,117906,290919,117908,9803,1
74302,55632,117890,117891,117878,117899,144793,19721,117900,29776,1
27697,1903,117961,118343,118514,117905,117906,290919,117908,1587,1
75834,123313,118169,118170,125857,117946,125858,292795,117948,6686,1
28893,3526,117961,118225,120323,119093,120324,119095,119096,13558,1
80653,7411,117961,118386,118746,118747,152307,118453,118749,18103,1
21305,8505,117961,117962,118352,118321,117906,290919,118322,22484,1
35991,51127,117961,118446,120368,117905,117906,290919,117908,20190,1
31671,18047,117902,117903,118783,117905,118036,290919,117908,8806,1
42593,51091,117887,119256,124266,118422,300136,118424,118425,28762,1
18913,19429,117918,117919,117912,117885,117913,117887,117888,3961,1
27082,4932,117961,118225,119824,123737,147851,118960,123738,8923,1
33248,17261,117961,118343,118833,118834,127160,118424,118836,23420,1
29621,18040,117961,118300,118783,118784,240983,290919,118786,6078,1
41758,28217,118315,118316,123656,132671,121926,290919,132673,17274,1
17181,46224,117961,118327,118378,120952,120953,118453,120954,10956,1
45798,7369,117961,118386,118896,117905,117906,290919,117908,32506,1
18418,3332,117961,118343,121747,118685,120316,308574,118687,4006,1
4675,196,117961,118413,121639,117905,172635,290919,117908,4939,1
28416,1475,91261,118026,118450,118641,123881,118643,118644,29217,1
4675,122401,117961,118446,118684,117905,117906,290919,117908,18395,1
34095,23305,117961,118327,118862,118890,125128,118398,118892,5898,1
4675,23347,117961,118052,120671,118777,279443,308574,118779,14365,1
39331,71189,117961,118386,128823,133306,168365,118205,133308,28480,1
81319,1350,117961,118052,120096,117905,117906,290919,117908,14011,1
707,49353,117961,117962,118910,117905,117906,290919,117908,29333,1
15884,15895,117961,118052,120677,120357,311360,118424,120359,28517,1
16443,7076,117961,118225,120041,119093,124352,119095,119096,16968,1
16191,34612,117961,118327,118320,117905,117906,290919,117908,11460,1
44655,2710,118290,118291,120823,118396,308262,118398,118399,20316,1
45035,24267,117916,117917,117884,117879,117886,19721,117880,13157,0
1020,7344,117961,118225,120663,123648,127917,120518,123650,1260,1
27317,49440,117961,118300,118631,118422,142573,118424,118425,20922,1
100038,5659,117961,118300,124725,117905,117906,290919,117908,14391,1
14570,57816,118219,118220,118810,118811,128802,19793,118813,310,1
80930,4933,117961,118300,118458,307024,301218,118331,118332,1716,1
15022,6454,117961,118343,118856,118321,150358,290919,118322,22393,1
45815,21869,117961,118327,118507,118396,158043,118398,118399,2052,1
278393,1930,122880,122974,122870,120097,281292,270488,120099,20671,1
74995,7411,117961,118386,118746,118451,126089,118453,118454,4668,1
40632,7455,117961,118343,118833,118784,290919,290919,118786,4298,1
41235,64791,118742,118743,117884,117885,117886,117887,117888,23030,1
20351,1088,117961,118327,119830,117905,117906,290919,117908,3783,1
80596,21823,117961,118446,118684,117905,117906,290919,117908,1008,1
17308,15542,117961,118300,118395,118396,300044,118398,118399,7347,1
1109,15779,117961,118300,19772,118321,117906,290919,118322,20824,1
34483,14952,117961,117962,119223,118054,124424,117887,118055,10377,1
45295,18213,117961,118386,118692,118451,200947,118453,118454,31760,1
18897,62242,117978,117979,117941,118568,142433,19721,118570,28580,1
23921,101834,119134,119135,118042,118207,200069,270488,118209,24767,1
27264,1334,117961,117962,118910,118321,240983,290919,118322,9878,1
1020,1942,117893,117894,117878,119192,135350,119184,119194,13159,1
41758,46374,118315,118316,225010,119849,134910,118638,119851,2773,1
81296,54684,117961,117962,118910,118685,137802,308574,118687,13026,1
78591,51121,117893,117894,118575,280788,155276,292795,119082,20443,1
42367,60084,118006,118007,118008,118568,292195,19721,118570,12948,1
75649,858,117961,118327,118529,118777,279443,308574,118779,25105,0
41594,91342,117961,118327,118933,118685,311622,308574,118687,16474,1
39720,58458,117926,118266,117884,117879,117886,19721,117880,1987,1
25993,2607,118752,119070,119121,118274,149344,292795,118276,27911,1
32270,28590,117961,118327,120685,307024,256202,118331,118332,25902,0
36207,51226,117961,118327,118320,118641,306399,118643,118644,23915,1
39138,17465,91261,118026,118202,118203,118204,118205,118206,7279,1
278393,13822,117961,118300,127849,127850,311360,118424,127851,2672,1
20296,50366,118138,118139,117884,117885,118140,117887,117888,16260,1
36005,33774,118212,118580,117895,117899,267952,19721,117900,29279,1
42448,14798,117961,118386,118746,128230,302830,4673,128231,9175,1
33146,49423,117961,118052,123144,118890,203706,118398,118892,31951,1
4675,16735,117961,118300,118783,118321,117906,290919,118322,25901,1
917,3077,117961,118300,120312,124194,124195,118363,124196,17358,1
103899,14731,117961,118446,118447,118321,117906,290919,118322,30454,1
4675,4567,117961,118300,118514,119962,168365,118205,119964,19309,1
107225,15389,117961,118225,122870,119928,129017,118331,119929,249,0
44655,3811,120864,121013,118395,118396,269406,118398,118399,8185,1
80550,16642,117961,118300,121176,118784,118785,290919,118786,5884,0
28149,4500,117961,118052,118881,118321,117906,290919,118322,18725,1
4675,1447,117961,118343,120722,120690,120690,290919,120692,28891,1
35265,3688,120883,120884,118378,119192,300603,119184,119194,28576,1
91169,4564,118212,118213,121405,117905,117906,290919,117908,6589,1
31939,7581,118990,118991,215920,122952,305581,19793,122954,13780,0
33642,31851,118185,31010,117941,117879,147755,19721,117880,28227,1
74817,4549,117961,118225,120050,117905,117906,290919,117908,627,1
31441,4258,117961,118343,119598,118422,300136,118424,118425,26881,1
34752,1146,117961,118225,120663,118784,121556,290919,118786,13272,1
75870,918,117961,118300,118458,118980,187517,118295,118982,23929,1
80677,17550,117961,118446,118684,118784,130086,290919,118786,28871,1
42898,3838,117961,118225,119924,118321,118448,290919,118322,4765,1
31183,19760,117961,117962,118352,117905,117906,290919,117908,32135,1
19310,14551,5110,117954,117895,117899,117897,19721,117900,30156,1
27404,7339,117961,118300,118360,124194,130884,118363,124196,16512,1
86935,3949,117961,117962,118352,118777,128848,308574,118779,29339,1
7543,782,117961,118413,277693,117905,117906,290919,117908,27348,1
15022,18220,117961,118052,118867,118321,117906,290919,118322,20566,1
15716,79307,117902,118041,117945,259173,161610,292795,118943,23683,1
16064,17598,117961,118300,118631,119928,219829,118331,119929,13782,1
15714,32117,118555,118178,117945,119899,310825,19793,119900,12427,1
4675,69089,117961,118300,117970,179731,143818,117887,117973,6995,1
39883,15904,117961,118052,118053,118636,121809,118638,118639,27725,1
38707,11925,118742,118743,118008,117885,117886,117887,117888,18782,1
117188,7023,117961,117962,119223,118278,118260,290919,118279,6305,1
39262,210,117961,118386,118746,118321,240983,290919,118322,30423,1
7543,7651,117961,118386,118746,118321,117906,290919,118322,26875,1
38972,7766,118256,119428,118623,118995,286106,292795,118997,27782,1
23921,1541,117961,118225,123173,118054,121311,117887,118055,12392,1
38480,28001,117993,117994,117895,117896,117913,117887,117898,17570,1
31299,4933,117961,118300,118458,307024,301218,118331,118332,27488,1
75834,1146,117961,118225,120663,118321,117906,290919,118322,15472,1
3130,3145,117961,118300,81476,122860,168459,3130,122862,10703,1
32270,17420,118212,118213,119136,118043,118043,270488,118046,32314,0
25623,15398,118169,118170,118575,130479,139169,119784,130481,21698,1
20737,13234,117929,117930,117920,117885,117913,117887,117888,9220,1
16443,15569,117961,117969,19666,179731,266846,117887,117973,4247,1
42367,95215,118006,118007,118008,117879,122240,19721,117880,32050,1
3719,97596,118887,118888,118437,120313,228137,118424,120315,11273,1
41992,29134,117961,118300,123719,118321,117906,290919,118322,9107,0
2235,1482,117961,117962,118450,118841,128747,118643,118843,9497,1
18418,70264,117961,118343,118437,118361,249872,118363,118364,17480,1
82382,94844,117961,117969,121617,124799,124800,121620,124801,11241,1
75834,4642,117961,118225,120551,117905,117906,290919,117908,23037,1
1581,1276,117902,117903,120171,120990,137612,118398,120992,1273,1
27287,124899,117961,118327,120171,118890,149216,118398,118892,5698,1
15030,4576,117961,118327,118391,123045,123107,120518,123047,7678,1
106873,13419,117961,118300,120059,120313,127733,118424,120315,25112,1
16172,8430,117961,118225,118403,118321,117906,290919,118322,10988,1
39939,7067,117961,118225,118403,118321,240983,290919,118322,23181,1
73815,19829,117961,118386,118896,120773,310589,118960,120774,9590,1
34950,25254,117961,118327,120299,121122,121788,118612,121124,22999,1
111652,5043,117961,118300,118458,120006,310997,118424,120008,3358,1
31974,2000,117932,117933,117878,119192,128322,119184,119194,24139,0
35790,1744,118290,118291,120171,118890,261801,118398,118892,16567,1
34714,2017,117961,118327,121645,117905,117906,290919,117908,32092,1
35502,61016,119596,119597,119703,118912,174408,118424,118914,29191,1
78227,71215,117961,118386,118404,118784,118785,290919,118786,27646,0
971,4375,117961,118343,120347,120344,311701,118424,120346,28530,1
41279,23989,117961,118446,118701,118702,145957,118704,118705,15235,1
20351,100,120140,120141,142145,117905,156948,290919,117908,6513,1
32223,13119,118120,118121,117920,119323,123932,19793,119325,16079,1
17226,4828,117961,118343,118395,118890,125128,118398,118892,4567,1
80766,7525,117961,118225,120551,118321,240983,290919,118322,13255,1
6302,6444,118114,118115,117884,117885,117913,117887,117888,22987,1
6725,53325,118290,118291,6725,188046,188047,6725,188048,10848,1
117309,8368,91261,118026,118202,118321,117906,290919,118322,19247,1
16320,17759,117961,118413,122007,118536,118536,308574,118539,28405,1
78686,11987,118006,118007,117884,117885,117886,117887,117888,1961,1
5893,59312,118550,118551,118378,118054,228595,117887,118055,4992,1
36674,11523,118106,118107,117884,118568,145206,19721,118570,4891,1
27124,23345,117961,118327,123757,124775,124776,122032,124777,14330,1
22662,56153,117961,117969,19666,118368,118368,117887,118486,24423,1
19998,52351,118573,118574,118042,118043,118043,270488,118046,22253,1
42769,10387,118349,118350,117895,118568,281735,19721,118570,25954,1
37260,48340,117876,117877,117878,117879,117879,19721,117880,31938,0
75078,49574,117961,118052,118391,120773,118959,118960,120774,6226,1
34924,15385,117902,118041,117945,259173,130913,292795,118943,28926,1
34950,7525,117961,118225,120551,117905,240983,290919,117908,27616,1
42093,139354,120342,120343,119076,119077,309291,118372,119079,1251,1
75472,25275,117961,118343,121747,117905,117906,290919,117908,3176,1
38392,60825,117980,118076,117941,117885,117913,117887,117888,3359,1
34899,5652,117961,118300,28618,118784,124402,290919,118786,24121,1
77178,3225,117961,118327,118929,118321,117906,290919,118322,307,1
31441,5114,117961,118300,119890,120344,303717,118424,120346,28879,1
78116,4121,118003,118004,117878,117879,117879,19721,117880,30457,1
40864,3783,117922,117923,117878,120647,311441,118398,120649,31139,1
31738,2373,117961,117962,118501,118685,250291,308574,118687,27944,1
26798,8150,117961,118386,119954,118318,168365,118205,118319,23795,1
30846,5015,117961,118300,118395,118890,311441,118398,118892,23922,1
7543,1397,117961,118300,120722,118784,117906,290919,118786,12580,1
19843,7490,118349,118350,122672,130857,125539,308574,130858,31002,1
25993,5739,117961,118446,118684,127108,127109,118667,127110,28549,1
80948,1012,117961,118225,119924,117905,240983,290919,117908,12225,1
80801,6997,117961,118343,119945,117905,240983,290919,117908,1051,1
23461,31370,118212,118213,118360,122927,126373,118131,122929,14519,1
4675,7525,117961,118225,120551,117905,117906,290919,117908,11410,1
1020,1571,117961,118300,120410,117905,172635,290919,117908,9221,1
38268,21593,117926,118266,117941,118568,311184,19721,118570,24848,0
39883,4500,117961,118052,118881,118321,240983,290919,118322,10234,1
80772,88570,117961,118413,120370,117905,117906,290919,117908,4763,1
94189,22504,117961,118300,123055,120344,128788,118424,120346,9062,1
16143,53240,117876,117877,117878,117879,167135,19721,117880,1874,1
28149,60789,117961,118386,118522,118685,120316,308574,118687,26642,1
113535,70142,117902,117903,118635,159787,118959,119695,159789,25662,1
4675,49823,117961,118300,127168,118321,117906,290919,118322,27916,1
28149,16125,117961,118052,120417,122274,244798,3130,122275,23666,1
16528,866,117961,118413,120526,118259,132668,290919,118261,25392,1
28581,770,117961,118300,119181,118747,130134,118453,118749,28654,1
25993,15390,117961,118300,118301,120344,311360,118424,120346,13682,1
75078,28241,119170,119171,140453,119849,212248,118638,119851,20706,1
972,2395,117961,118300,123055,118054,118054,117887,118055,31578,1
4675,873,117961,118413,120526,118321,118448,290919,118322,25832,1
80842,1030,117961,118343,118437,118361,127527,118363,118364,5831,1
40729,770,117961,118300,119181,118747,130134,118453,118749,29563,1
80829,61016,119596,119597,118597,120789,194103,118424,120791,25074,1
7543,6257,117961,118343,120722,118784,117906,290919,118786,191,1
42031,92216,118315,118463,118522,118465,175082,118467,118468,30745,1
45300,15764,91261,118026,119362,119065,158390,118667,119067,28956,1
41378,17262,119596,119597,119598,135809,311834,118331,135811,12901,1
25098,2199,4292,126095,118378,179731,179731,117887,117973,13233,1
37651,71279,118219,118220,118221,117879,117897,19721,117880,12629,1
15739,2003,118441,118442,118378,119192,208460,119184,119194,4485,1
45610,25766,118006,118007,118008,118568,292195,19721,118570,9783,1
31825,17218,117961,118300,120026,123737,180449,118960,123738,24999,1
44722,7344,117961,118225,120663,120516,148730,120518,120519,3924,1
38719,50281,118079,118080,117878,117879,304519,19721,117880,9940,1
4675,3800,117961,118225,118403,117905,240983,290919,117908,31930,1
78947,189,117961,118413,121639,117905,240983,290919,117908,26857,1
25993,57714,118595,118596,118447,307024,311622,118331,118332,26190,1
79092,13781,117961,118386,121961,120516,123107,120518,120519,29848,1
39879,5559,119280,119281,118623,118995,286106,292795,118997,15198,1
935,7012,117961,118225,120050,118777,279443,308574,118779,24234,1
35540,12264,117929,117940,117941,117879,117886,19721,117880,25458,1
4675,1568,117961,118300,19772,118278,117906,290919,118279,16061,1
14570,8781,118084,118085,117920,119323,119456,19793,119325,19497,1
77178,84772,117961,118327,121694,122022,306795,119221,122024,3303,1
75834,3204,117961,118343,119142,122274,244798,3130,122275,25920,1
35632,7893,117961,118343,118979,120497,133686,118424,120499,15549,1
35298,3053,117961,118225,120663,118641,306399,118643,118644,18074,1
81350,4145,117961,118300,120026,118834,311412,118424,118836,24647,1
25993,5143,117961,118343,123125,118636,310589,118638,118639,21432,1
45019,6216,117961,118327,118328,117905,290878,290919,117908,13304,1
20897,15993,117961,117969,121617,131849,149815,121620,131851,26927,1
19723,49987,118090,118091,117920,118568,133542,19721,118570,19692,1
77556,4341,117961,118300,118957,118321,117906,290919,118322,17888,0
43305,4567,117961,118300,118514,118054,287351,117887,118055,1806,1
115959,7530,117961,118343,118514,132671,132672,290919,132673,3871,1
44944,24916,91261,118026,118027,273308,281655,249618,118232,26747,1
34924,5432,117961,118327,118391,118321,117906,290919,118322,3791,1
33642,7320,5110,117954,122672,128197,273102,119772,128199,30764,1
79121,2710,118290,118291,120823,118396,269406,118398,118399,14154,1
78246,3868,117961,118052,120096,117905,117906,290919,117908,2786,1
103534,8115,91261,118026,118202,117905,117906,290919,117908,9259,1
80886,70186,117961,117969,19666,118890,202872,118398,118892,27885,1
4675,5244,117961,118343,119598,118321,240983,290919,118322,1717,1
41346,767,117961,118343,120722,118361,127527,118363,118364,2696,1
79092,4588,117961,118225,118403,118321,117906,290919,118322,1848,1
23096,20382,117961,118300,124942,118777,279443,308574,118779,20896,1
79927,58465,118602,118603,117941,117879,117879,19721,117880,23453,1
44835,52687,117961,117962,118910,119346,4673,4673,119348,10623,0
19723,72493,118079,118080,117878,117879,118177,19721,117880,26550,1
80865,18011,117961,117969,118560,118674,131356,19793,118676,12852,1
20268,93440,117910,117911,117941,117879,117886,19721,117880,6622,0
4675,17828,117961,118300,118514,128230,302830,4673,128231,3435,1
45828,49987,118090,118091,117920,118568,133542,19721,118570,27224,1
89086,5211,118290,118291,119837,118980,261436,118295,118982,16526,1
25993,49453,117961,118343,118660,118912,309291,118424,118914,6771,1
971,4757,118212,118213,118458,119849,290535,118638,119851,32516,1
6977,17713,117961,118225,120663,117905,117906,290919,117908,6992,1
42768,11987,118006,118007,118008,118568,226012,19721,118570,30186,1
79299,17010,117943,117944,117945,117946,231536,292795,117948,26947,1
35788,16973,117961,118300,124942,117905,117906,290919,117908,29763,1
25993,13851,117961,118386,118522,307024,306404,118331,118332,28000,0
43876,72734,118079,118080,117878,117879,117913,19721,117880,11601,1
20292,56781,117926,118266,117941,118568,195390,19721,118570,1117,1
3853,25607,117961,118343,118856,118321,117906,290919,118322,1756,1
31013,4023,117961,118446,119064,118321,117906,290919,118322,16881,1
78311,56802,118003,118004,117878,117899,122240,19721,117900,6751,1
76533,6071,117961,118413,122007,118321,117906,290919,118322,870,0
22471,15412,117961,118343,119993,119849,310589,118638,119851,19741,1
78227,196,117961,118413,121639,118451,130134,118453,118454,9104,1
30618,7576,117961,118052,120671,118321,117906,290919,118322,24062,1
39883,16671,117961,118052,118706,118523,310608,118331,118525,721,1
20299,27508,117929,117940,117920,117879,117886,19721,117880,10997,1
75320,25237,117961,117962,118910,117905,117906,290919,117908,17270,1
73815,41804,118315,118463,118404,136701,162182,124487,136702,19727,1
6725,6809,117961,117969,6725,123684,123685,6725,123686,28113,1
278393,8784,117961,118300,119890,118834,150799,118424,118836,29914,1
29100,7076,117961,118225,119238,119093,121698,119095,119096,8347,1
20364,13873,117961,118300,118825,121469,310997,118424,121471,26096,1
31652,15459,118169,118170,135245,259173,143905,292795,118943,15588,1
6723,2631,117961,118327,120624,307024,311622,118331,118332,24486,1
75901,4918,117961,118300,123055,120344,311360,118424,120346,30617,1
74515,51007,117961,118413,120526,118321,117906,290919,118322,10938,1
70452,29643,118953,118954,117884,117879,117886,19721,117880,27106,1
45324,5496,91261,118026,118202,117905,117906,290919,117908,27210,1
30999,2942,117961,118343,118700,118784,117906,290919,118786,314,1
36511,60941,117951,117952,118810,119899,310825,19793,119900,31053,1
32270,100547,118212,118213,119136,123670,305057,121916,123672,27074,1
74647,2818,119062,119091,6104,118747,130134,118453,118749,28373,1
13878,25760,118006,118007,118008,117879,122240,19721,117880,20588,1
15064,4924,117961,118300,120144,118054,118054,117887,118055,5850,0
37576,15683,117961,118300,118957,118321,117906,290919,118322,6129,1
45019,6216,117961,118327,118328,118841,123378,118643,118843,5447,1
80518,4145,117961,118300,120026,307024,303717,118331,118332,3129,1
39332,83216,91261,118026,123656,118278,151426,290919,118279,16279,1
79092,3869,117961,118225,129617,118747,236002,118453,118749,15632,1
17849,17904,117961,118386,125004,118674,164873,19793,118676,18380,1
6155,67326,117910,117911,117912,118568,198040,19721,118570,910,1
25993,51269,117961,118300,118360,118636,247760,118638,118639,3968,1
20178,4659,117961,118225,120663,117905,240983,290919,117908,27178,1
18913,46788,117929,117940,117920,118568,163031,19721,118570,29186,1
73228,4378,117961,118327,118507,118863,122008,118398,118865,10165,1
25993,1409,117961,118300,118437,118321,117906,290919,118322,336,1
43642,34611,117961,118327,118320,118784,121873,290919,118786,29187,1
43735,3077,117961,118300,120312,140847,140848,118363,140849,30035,1
79047,49657,117961,118300,121405,118321,117906,290919,118322,27316,1
80483,1443,117961,118343,120722,118321,117906,290919,118322,2985,1
80772,14928,117961,118446,120317,118784,165715,290919,118786,10878,1
44781,15575,117902,118041,118623,280788,280788,292795,119082,15916,1
34525,7337,117961,118300,124725,118361,149305,118363,118364,21004,1
39671,16588,119920,119921,137107,118321,117906,290919,118322,22915,0
28936,7475,91261,118026,118202,118321,117906,290919,118322,11669,1
25993,5030,117961,118343,120126,120497,223125,118424,120499,20862,1
41440,56744,117961,118386,118635,118636,310589,118638,118639,19942,1
79121,51091,117887,119256,124266,118422,300136,118424,118425,13907,1
18058,3116,117961,118300,147589,118912,309291,118424,118914,11001,1
42313,745,117961,118300,118437,118451,130134,118453,118454,4820,1
15360,6047,117961,118413,120370,118777,279443,308574,118779,19800,1
23921,4950,117961,118343,119598,120344,303717,118424,120346,16691,1
38482,15436,118216,118217,117941,117885,117913,117887,117888,32652,1
42769,7424,5110,117954,122672,130857,125539,308574,130858,12100,1
1529,79114,117961,118225,123173,120812,311057,118638,120814,21758,1
20292,58457,117926,118266,117941,117885,117913,117887,117888,16732,1
34867,59267,117961,117962,120924,307024,306404,118331,118332,22302,1
4675,16065,117961,118225,120551,118777,279443,308574,118779,30784,1
81010,743,117961,118300,119181,118784,117906,290919,118786,7243,1
79226,17869,117961,118343,119898,118054,135719,117887,118055,32480,1
75834,5149,118290,118291,118631,118728,283197,118295,118730,14079,1
34583,770,117961,118300,119181,118451,130134,118453,118454,20866,1
100037,2294,117902,118041,118783,118028,118368,117887,118030,11874,1
36480,1383,121005,121006,118575,122129,164523,121916,122131,29273,1
36575,3606,118169,118170,118179,118047,123388,117887,118049,25805,1
3264,1541,117961,118225,123173,119093,123174,119095,119096,14520,1
19712,15484,118256,118257,118623,118995,286106,292795,118997,8263,0
32270,49566,118595,118596,119993,117905,117906,290919,117908,18678,1
79121,15781,117961,118343,118395,123067,233714,118398,123068,6855,1
40311,17451,117961,118052,126137,126138,194170,124136,126140,8597,1
13878,10386,118269,118270,117878,118568,118568,19721,118570,27765,1
75216,58702,118256,118257,117945,126684,280788,292795,126685,29627,0
32270,124899,117961,118327,120171,118890,182227,118398,118892,6901,1
20364,3918,117961,118343,118660,118912,309291,118424,118914,18050,1
15720,6986,119062,119091,120323,119093,119094,119095,119096,23963,1
75654,2163,117935,117936,120694,118636,130218,118638,118639,21954,1
32642,2498,118169,118170,118623,118047,135042,117887,118049,9949,1
32270,131441,117961,118343,118292,118422,300136,118424,118425,16436,1
6725,6726,117961,117969,6725,123684,125826,6725,123686,30226,1
33150,124316,118887,118888,118889,118863,307233,118398,118865,22647,1
32270,5053,117961,118300,121108,120344,267189,118424,120346,1445,1
20299,11513,117929,117930,117920,120132,246899,120134,120135,26570,1
79092,15887,117961,118052,120356,123737,305057,118960,123738,14821,1
36551,19932,118084,118085,117941,118568,281735,19721,118570,27049,0
4675,74831,117961,118327,118391,118784,117906,290919,118786,1695,1
45610,25762,118006,118007,118008,117879,122240,19721,117880,11084,0
81076,6482,117961,118052,118821,117905,117906,290919,117908,16152,1
41465,6278,117961,118343,118437,117905,117906,290919,117908,13383,1
4674,46149,117961,118327,4674,118321,117906,290919,118322,17958,1
391,638,117926,118266,119569,117885,117913,117887,117888,22523,1
78327,51165,117983,117984,117878,118568,292195,19721,118570,20789,1
81355,22818,117961,118386,119954,117905,117906,290919,117908,1630,1
4675,13871,117961,118300,118514,118321,240983,290919,118322,269,1
16430,7554,117961,118225,120551,128230,302830,4673,128231,1881,1
39450,46459,117943,117944,117945,259173,126800,292795,118943,14523,1
74019,23338,117961,118052,118867,122129,270992,121916,122131,13900,1
42643,28254,127044,127045,118821,118321,198921,290919,118322,5074,1
84688,4023,117961,118446,119064,117905,117906,290919,117908,5509,1
40027,8430,117961,118225,118403,117905,117906,290919,117908,30851,1
42085,52734,118290,118291,118660,118293,118294,118295,118296,27008,1
4675,56193,117961,118300,120410,118784,117906,290919,118786,25424,1
80202,141,117961,118225,122273,120773,118959,118960,120774,32073,1
42093,136171,118725,118726,118631,124419,117897,118424,124421,2535,1
75078,5697,117961,118386,118692,118784,126514,290919,118786,11069,1
4675,16527,91261,118026,123195,118203,190841,118205,118206,32595,1
6725,6843,117961,117969,6725,125687,259130,6725,125689,14680,1
18913,273476,117926,118266,117920,118568,310732,19721,118570,186,0
22598,30534,117961,118343,119142,118321,150358,290919,118322,11971,1
77213,1080,117961,118327,118378,120952,120953,118453,120954,5558,1
30628,121925,117961,118327,118933,118321,240983,290919,118322,32101,1
35625,6454,117961,118343,118856,118321,117906,290919,118322,23569,1
43227,21280,117961,118386,119954,118685,279443,308574,118687,31562,1
32640,16973,91261,118026,124942,117905,117906,290919,117908,28775,1
75527,46704,91261,118026,118202,118321,117906,290919,118322,6587,1
79092,17598,117961,118300,118631,135809,176829,118331,135811,17618,1
32642,46663,118256,118257,118623,259173,193644,292795,118943,27436,0
33423,51127,117961,118446,120368,117905,117906,290919,117908,32688,1
35625,4639,117961,118343,118856,118278,125889,290919,118279,3915,1
6977,25607,117961,118343,118856,118259,125889,290919,118261,446,1
15714,5559,119280,119281,118623,126684,193644,292795,126685,30870,1
42337,16527,91261,118026,118202,117905,117906,290919,117908,14031,1
34950,7822,117961,118327,118492,132692,226262,270488,132694,17228,1
15064,2017,117961,118327,121645,118054,159996,117887,118055,21585,1
16639,4551,117961,118343,118833,118422,300136,118424,118425,7124,1
78286,4023,117961,118446,119064,117905,240983,290919,117908,20519,1
45709,4928,117961,118343,123055,120006,128578,118424,120008,2440,1
17308,15824,117961,118225,120323,122849,120324,119095,122850,3103,1
44781,17007,117902,118041,117945,280788,280788,292795,119082,11088,1
35969,20648,118219,118220,117941,118568,268194,19721,118570,7692,1
