REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average_Credit_Card_Transaction,Balance_Transfer,Term_Deposit,Life_Insurance,Medical_Insurance,Average_A/C_Balance,Personal_Loan,Investment_in_Mutual_Fund,Investment_Tax_Saving_Bond,Home_Loan,Online_Purchase_Amount,gender,region,Investment_in_Commudity,Investment_in_Equity,Investment_in_Derivative,Portfolio_Balance,Revenue_Grid
2914,Zero,41-45,Partner,Secretarial/Admin,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1979,Granada,PR2 3DL,PR2,0.0,204.45,0.0,49.48,0.0,0.0,0.0,43.46,0.0,0.0,0.0,Female,North West,50.79,7.24,15.49,12.01,2
6265,Zero,45-50,Partner,Retired,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1976,Tyne Tees,YO17 6TL,YO17,25.98,67.48,69.48,67.47,42.47,2.99,0.0,23.98,0.0,0.0,0.0,Female,Unknown,54.58,4.5,22.82,46.61,2
5829,Zero,45-50,Divorced/Separated,Manual Worker,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1996,Central,NG24 3FE,NG24,0.0,0.0,0.0,36.48,0.0,0.0,0.0,91.44,0.0,0.0,0.0,Female,East Midlands,7.3,15.24,21.32,94.26,2
2465,Zero,55-60,Partner,Professional,Professional,Own Home,"<20,000, >=17,500",No,No,1976,Tyne Tees,TS11 7LG,TS11,6.99,24.99,35.0,50.48,3.99,56.95,22.88,40.95,4.99,0.0,0.0,Female,North,24.29,20.96,30.04,50.52,2
8044,Zero,22-25,Single/Never Married,Business Manager,Business Manager,Rent Privately,"<30,000, >=27,500",No,No,1997,Carlton,AL5 4XS,AL5,123.47,127.92,67.97,37.97,3.48,35.98,390.21,27.49,11.47,0.0,9.49,Female,South East,72.16,79.11,84.43,238.16,2
3583,Zero,41-45,Partner,Manual Worker,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1984,Central,NG23 5DY,NG23,0.0,0.0,0.0,57.98,24.99,9.48,14.97,87.42,0.0,0.0,18.98,Female,East Midlands,16.59,21.81,32.47,35.74,2
10473,Zero,22-25,Single/Never Married,Professional,Manual Worker,Own Home,">=35,000",No,No,1995,Granada,OL2 6TL,OL2,0.0,64.96,0.0,289.31,0.0,149.45,91.43,118.4,29.96,7.49,118.47,Female,North West,70.85,85.87,113.09,275.51,2
6644,2,31-35,Partner,Professional,Professional,Own Home,">=35,000",No,No,1996,Granada,BL1 5DJ,BL1,0.0,184.47,0.0,44.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,45.89,0.0,7.5,4.77,2
11361,2,31-35,Partner,Secretarial/Admin,Professional,Own Home,"<20,000, >=17,500",No,Yes,1988,Central,HP21 7LJ,HP21,0.0,105.46,0.0,24.99,0.0,29.99,0.0,0.0,0.0,5.5,0.0,Female,South East,26.09,5.92,9.16,0.84,2
7327,Zero,55-60,Partner,Professional,Professional,Own Home,"<20,000, >=17,500",Yes,Yes,1966,Anglia,MK3 5HN,MK3,0.0,0.0,0.0,0.0,0.0,11.99,0.0,65.45,0.0,0.0,0.0,Female,South East,0.0,12.91,12.91,-17.07,2
4513,2,26-30,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1998,Carlton,DA16 1JA,DA16,0.0,0.0,0.0,0.0,79.44,0.0,11.99,0.0,0.0,0.0,0.0,Female,South East,15.89,2.0,15.24,62.08,2
1625,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1997,Carlton,EN6 5HH,EN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.48,0.0,0.0,9.99,Female,South East,0.0,7.58,5.91,-16.29,2
9713,1,41-45,Partner,Unknown,Unknown,Own Home,"<17,500, >=15,000",No,Yes,1979,Meridian,L45 1XX,L45,0.0,0.0,0.0,0.0,50.48,0.0,35.0,13.99,4.0,7.98,0.0,Female,North West,10.1,10.16,17.25,62.98,2
2881,2,41-45,Divorced/Separated,Professional,Unknown,Rent Privately,"<20,000, >=17,500",No,No,1999,Tyne Tees,DL8 5LG,DL8,14.99,82.97,27.99,35.97,32.98,38.92,53.95,59.95,19.99,8.48,111.48,Female,Unknown,38.98,48.8,40.29,157.84,1
9205,Zero,61-65,Partner,Retired,Professional,Own Home,"<30,000, >=27,500",No,No,1967,Yorkshire,PE25 3BT,PE25,0.0,0.0,0.0,8.99,0.0,0.0,8.99,9.49,0.0,0.0,0.0,Female,East Midlands,1.8,3.08,4.58,22.01,2
5651,Zero,71+,Widowed,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1954,TV South West,EX8 3DP,EX8,15.99,49.45,0.02,22.95,0.0,0.0,0.0,45.42,0.0,0.0,0.0,Female,South West,17.68,7.57,11.4,41.48,2
2122,Zero,71+,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1996,Carlton,SM5 2PZ,SM5,0.0,34.97,0.0,25.99,0.0,0.0,0.0,22.97,0.0,0.0,0.0,Male,South East,12.19,3.83,8.16,48.98,2
9953,Zero,45-50,Partner,Housewife,Secretarial/Admin,Own Home,"<15,000, >=12,500",No,No,1992,Anglia,NR32 2BE,NR32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,East Anglia,0.0,0.0,0.0,-2.95,2
6365,Zero,45-50,Partner,Secretarial/Admin,Housewife,Own Home,"<15,000, >=12,500",No,No,1980,TV South West,EX31 2NL,EX31,99.0,34.49,9.99,24.49,39.96,27.46,0.0,65.44,0.0,0.0,0.0,Male,South West,41.59,15.48,26.23,92.44,2
8268,Zero,41-45,Partner,Professional,Unknown,Own Home,"<22,500, >=20,000",No,Yes,1986,HTV,BA12 9PB,BA12,0.0,30.98,0.0,0.0,0.0,24.98,12.99,24.99,0.0,0.0,0.0,Female,South West,6.2,10.49,10.49,28.54,2
11365,Zero,55-60,Single/Never Married,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1987,Tyne Tees,TS1 3EA,TS1,0.0,60.98,0.0,22.49,0.0,37.46,0.0,0.51,0.0,0.0,0.0,Female,North,16.69,6.33,10.08,42.32,2
506,Zero,41-45,Single/Never Married,Business Manager,Business Manager,Own Home,"<30,000, >=27,500",No,No,1994,Granada,M30 0SZ,M30,0.0,0.0,27.99,114.95,0.0,39.98,5.99,23.48,2.0,6.99,11.99,Male,North West,28.59,15.07,31.07,68.56,2
9047,2,26-30,Partner,Unknown,Unknown,Own Home,">=35,000",No,No,1991,Central,DE21 6LN,DE21,9.49,201.92,0.0,254.9,23.45,111.88,38.97,124.93,43.98,0.0,122.11,Female,East Midlands,97.95,73.65,99.69,239.33,1
1464,Zero,51-55,Partner,Retired,Professional,Own Home,">=35,000",No,No,1978,Yorkshire,NG18 4DA,NG18,19.99,24.99,0.0,0.0,0.0,34.98,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,9.0,5.83,5.83,-23.14,2
6812,Zero,61-65,Widowed,Retired,Unknown,Own Home,"< 4,000",No,No,1968,TV South West,EX6 8QE,EX6,54.41,0.0,0.0,0.01,12.98,0.0,0.0,12.0,0.0,0.0,0.0,Female,South West,13.48,2.0,4.17,30.39,2
9273,Zero,26-30,Single/Never Married,Professional,Unknown,Own Home,"<10,000, >= 8,000",No,No,1996,Anglia,IP14 2RD,IP14,0.0,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,East Anglia,7.0,0.0,5.83,9.93,2
8812,1,26-30,Partner,Housewife,Secretarial/Admin,Own Home,"<20,000, >=17,500",No,No,1988,Carlton,SS17 8RG,SS17,0.0,48.46,13.48,215.19,0.0,93.88,28.98,48.9,0.0,13.48,19.46,Female,South East,55.43,34.12,64.49,129.96,2
4244,Zero,55-60,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1984,Grampian,AB22 8UP,AB22,0.0,44.95,0.0,89.42,0.0,85.42,13.99,184.8,18.46,0.0,3.99,Female,Scotland,26.87,51.11,65.35,190.53,2
8365,Zero,55-60,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1965,Yorkshire,S65 3HW,S65,0.0,19.48,24.99,119.91,14.49,29.48,8.49,70.43,39.97,6.99,0.0,Female,Unknown,35.77,25.89,47.13,164.94,1
405,1,41-45,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,No,1988,Tyne Tees,TS10 2PJ,TS10,0.0,0.0,0.0,28.0,11.98,8.48,63.42,100.41,0.0,39.47,0.0,Female,North,8.0,35.3,35.38,102.02,2
7135,Zero,55-60,Partner,Housewife,Manual Worker,Own Home,"<10,000, >= 8,000",No,No,1979,Tyne Tees,NE34 8RG,NE34,0.0,29.49,0.0,88.94,10.0,16.98,0.0,22.0,0.0,0.0,0.0,Female,North,25.69,6.5,22.99,33.06,2
5943,Zero,31-35,Divorced/Separated,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1994,HTV,BS34 8XL,BS34,65.95,0.0,0.0,143.45,58.9,96.39,0.0,0.0,0.0,0.0,31.49,Female,South West,53.66,21.31,49.79,116.49,2
11014,Zero,41-45,Divorced/Separated,Business Manager,Unknown,Own Home,"<20,000, >=17,500",No,No,1981,HTV,SN12 6UF,SN12,15.01,29.49,34.99,27.98,0.0,119.87,0.0,0.0,8.0,0.0,0.0,Female,South West,21.49,21.31,25.98,12.55,2
8296,Zero,71+,Widowed,Retired,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1996,Meridian,SO30 2SB,SO30,0.0,69.45,44.48,29.99,34.99,11.99,0.0,9.49,2.49,0.0,2.99,Female,South East,35.78,4.49,14.83,26.1,2
10257,Zero,55-60,Partner,Housewife,Unknown,Own Home,"<12,500, >=10,000",No,No,1984,TV South West,EX23 0AD,EX23,0.0,19.99,0.0,59.48,0.0,9.99,0.0,23.99,0.0,0.0,0.0,Female,South West,15.89,5.66,15.58,31.02,2
8571,Zero,55-60,Partner,Housewife,Retired,Own Home,"<12,500, >=10,000",No,No,1975,Grampian,KW14 7PG,KW14,0.0,0.0,0.0,0.0,24.49,72.87,0.0,94.93,3.24,0.0,10.98,Female,Scotland,4.9,30.34,32.59,90.87,2
7105,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1983,Central,CV35 9LE,CV35,0.0,0.0,0.0,0.0,0.0,47.47,0.0,57.94,0.0,0.0,5.99,Female,West Midlands,0.0,18.57,17.57,53.32,2
6735,Zero,45-50,Partner,Professional,Housewife,Own Home,">=35,000",No,No,1980,Yorkshire,HU10 7QH,HU10,0.0,90.97,0.0,120.94,55.96,3.49,0.0,73.45,0.0,0.0,27.98,Male,Unknown,53.57,17.49,42.31,113.82,2
5846,Zero,65-70,Divorced/Separated,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1980,Carlton,HA7 2RA,HA7,59.47,148.23,39.99,24.49,9.47,4.99,0.0,23.48,0.0,0.0,0.0,Female,South East,56.33,4.75,10.41,52.04,2
2811,1,41-45,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1988,Meridian,L11 5SA,L11,0.0,0.0,0.0,0.0,0.0,0.51,33.96,0.0,0.0,0.0,0.0,Female,North West,0.0,5.75,5.75,39.32,2
28,Zero,71+,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1972,HTV,TA11 7HD,TA11,56.45,60.49,113.95,59.95,85.44,292.73,0.0,37.47,9.99,0.0,0.0,Female,South West,75.26,56.7,80.93,144.84,2
2360,Zero,61-65,Partner,Retired,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1995,Carlton,WA6 2JY,WA6,183.42,0.0,54.98,0.0,152.36,0.0,0.0,0.0,0.0,0.0,36.68,Female,North West,78.15,6.11,25.39,98.9,2
1885,2,31-35,Partner,Secretarial/Admin,Professional,Own Home,"<27,500, >=25,000",No,No,1996,Carlton,DA15 8PE,DA15,0.0,0.0,0.0,0.0,0.0,0.0,147.88,0.0,0.0,0.0,0.0,Female,South East,0.0,24.65,24.65,5.13,2
791,1,51-55,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,No,1983,Carlton,M12 5JD,M12,0.0,45.0,11.49,34.99,44.99,48.43,30.98,0.0,0.0,0.0,0.0,Female,North West,27.29,13.24,26.57,87.39,2
9786,Zero,61-65,Single/Never Married,Retired,Retired,Rent from Council/HA,"<10,000, >= 8,000",No,No,1998,Granada,M38 0EG,M38,98.97,179.46,79.47,112.93,114.88,0.0,0.0,36.97,0.0,0.0,15.98,Male,North West,117.14,8.83,44.13,154.23,2
3139,Zero,65-70,Widowed,Retired,Unknown,Own Home,"<17,500, >=15,000",No,No,1995,HTV,CF71 7HP,CF71,0.0,42.47,0.0,38.98,0.0,0.0,5.99,0.0,0.0,0.0,0.0,Female,Wales,16.29,1.0,7.5,-37.1,2
1567,2,26-30,Partner,Professional,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1990,Tyne Tees,NE65 0ND,NE65,0.0,0.0,0.0,12.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North,2.5,0.0,2.08,50.4,2
1969,Zero,55-60,Partner,Housewife,Secretarial/Admin,Own Home,"<20,000, >=17,500",No,No,1988,Yorkshire,DN21 4BW,DN21,0.0,0.0,0.0,29.48,14.48,0.0,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,8.79,0.0,7.33,28.09,2
2821,Zero,51-55,Partner,Secretarial/Admin,Business Manager,Own Home,"<20,000, >=17,500",No,No,1981,Carlton,PR9 3DX,PR9,0.0,49.98,103.46,74.46,57.42,67.95,96.92,0.0,0.0,9.48,0.0,Female,North West,57.06,29.06,49.46,82.27,2
4272,Zero,51-55,Partner,Other,Retired,Own Home,"<10,000, >= 8,000",No,No,1992,Unknown,NP12 1HW,NP12,0.0,17.99,0.0,56.97,0.0,26.45,13.99,58.95,0.0,0.0,0.0,Female,Unknown,14.99,16.57,26.06,25.63,2
2656,Zero,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1991,Scottish TV,ML5 4HX,ML5,0.0,44.45,0.0,116.84,0.0,61.94,5.0,0.0,20.46,17.68,0.0,Female,Scotland,32.26,17.51,34.04,76.63,2
519,Zero,36-40,Partner,Business Manager,Unknown,Own Home,">=35,000",No,Yes,1983,TV South West,TR12 6SG,TR12,15.51,64.44,7.99,124.92,17.94,24.97,0.0,29.98,0.0,0.0,0.0,Female,South West,46.16,9.16,32.97,96.71,2
5861,Zero,61-65,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1972,Anglia,CO10 1PL,CO10,234.95,25.04,67.46,98.86,129.8,9.53,0.0,87.76,39.98,0.0,247.89,Male,East Anglia,111.22,64.19,60.99,250.75,1
4757,Zero,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1996,TV South West,TR11 5DB,TR11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42,0.0,0.0,0.0,Male,South West,0.0,14.57,14.57,60.71,2
6286,3,36-40,Partner,Professional,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1991,HTV,CF43 4PS,CF43,115.97,362.89,22.99,222.34,9.99,87.45,0.0,14.49,0.0,0.0,1652.45,Female,Wales,146.84,292.4,55.71,463.68,1
4638,Zero,36-40,Single/Never Married,Professional,Unknown,Own Home,"<20,000, >=17,500",No,No,1987,Central,B98 7RN,B98,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,Male,West Midlands,0.1,0.0,0.09,4.82,2
1696,2,31-35,Partner,Other,Professional,Own Home,"<27,500, >=25,000",No,No,1993,HTV,BS37 4XT,BS37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,Female,South West,0.0,0.42,0.42,-14.52,2
4191,2,41-45,Partner,Other,Other,Own Home,">=35,000",No,Yes,1984,Yorkshire,DN4 7BW,DN4,0.0,75.47,0.0,45.48,0.0,0.0,15.49,0.0,0.0,3.53,0.0,Female,Unknown,24.19,3.17,10.16,43.17,2
8787,1,22-25,Partner,Secretarial/Admin,Retired,Own Home,"<22,500, >=20,000",No,No,1978,Central,L3 9TJ,L3,95.47,299.46,784.82,0.0,148.94,150.0,0.0,0.0,0.0,0.0,0.0,Female,North West,265.74,25.0,49.82,363.27,2
312,Zero,26-30,Partner,Professional,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1997,Meridian,ME7 3EJ,ME7,0.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,12.0,0.0,0.0,34.54,2
7476,1,45-50,Partner,Other,Other,Own Home,"<22,500, >=20,000",No,No,1963,Carlton,HA9 8SQ,HA9,0.0,0.0,0.0,0.0,22.98,4.49,0.0,33.47,0.0,0.0,19.97,Female,South East,4.6,9.66,10.16,1.68,2
5189,2,41-45,Partner,Secretarial/Admin,Business Manager,Own Home,"<27,500, >=25,000",No,No,1991,Meridian,SO40 3JP,SO40,0.0,0.0,221.91,81.98,25.96,19.48,141.39,25.47,48.42,3.73,0.0,Female,South East,65.97,39.75,57.12,140.64,2
4908,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<20,000, >=17,500",No,No,1999,Meridian,M31 6SQ,M31,0.0,25.49,29.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,11.0,0.0,0.0,-33.75,2
7599,2,26-30,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,No,1989,Carlton,HA3 9LT,HA3,0.0,0.0,58.46,17.99,29.47,0.0,0.0,170.83,0.0,0.0,49.47,Female,South East,21.18,36.72,36.38,27.4,2
5535,1,51-55,Partner,Housewife,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1984,Meridian,DT11 7JY,DT11,0.0,0.02,0.0,38.97,0.0,0.0,0.0,51.48,0.0,0.0,0.0,Female,South West,7.8,8.58,15.08,-6.0,2
4034,2,31-35,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1999,Carlton,RH10 3LJ,RH10,0.0,149.92,0.0,52.98,0.0,28.98,0.0,0.0,0.0,0.0,0.0,Female,South East,40.58,4.83,13.66,33.62,2
9035,Zero,65-70,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1998,HTV,BS8 3XD,BS8,23.98,292.42,144.31,207.4,38.44,41.97,0.0,50.45,0.0,7.99,32.45,Male,South West,141.31,22.14,56.38,224.47,2
4399,Zero,31-35,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<25,000, >=22,500",No,No,1998,Carlton,RH11 0TL,RH11,0.0,19.99,0.0,40.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,12.19,0.0,6.83,-11.08,2
7962,Zero,55-60,Partner,Unknown,Housewife,Own Home,"<20,000, >=17,500",Yes,No,1997,Meridian,L40 1SD,L40,19.99,125.96,97.46,67.97,15.48,50.95,0.0,11.49,1.49,0.0,13.99,Male,North West,65.37,12.99,24.56,130.35,2
2954,2,41-45,Partner,Professional,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1994,Ulster,BT34 5BL,BT34,0.0,0.0,0.0,94.45,0.0,51.95,84.45,39.96,19.48,5.49,11.99,Male,Northern Ireland,18.89,35.55,48.38,80.7,2
1559,Zero,71+,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1986,Meridian,RH15 0NB,RH15,0.0,0.0,0.0,15.98,9.49,92.38,0.0,17.97,0.0,0.0,0.0,Male,South East,5.09,18.39,22.64,81.36,2
10901,Zero,55-60,Partner,Professional,Manual Worker,Own Home,"<20,000, >=17,500",No,No,1973,HTV,BS20 8EQ,BS20,0.0,0.0,0.0,4.99,0.0,4.99,0.0,11.99,1.0,0.0,0.0,Male,South West,1.0,3.0,3.83,-51.09,2
9456,Zero,61-65,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1978,Granada,OL6 8TZ,OL6,0.0,44.48,0.0,25.99,4.99,68.49,0.0,49.47,0.0,0.0,0.0,Female,North West,15.09,19.66,24.82,23.78,2
671,1,36-40,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1981,Carlton,EN11 9QG,EN11,0.0,95.95,24.99,73.47,0.0,21.98,0.0,66.4,0.0,0.0,0.0,Female,South East,38.88,14.73,26.98,93.54,2
4956,Zero,31-35,Single/Never Married,Business Manager,Unknown,Own Home,"<20,000, >=17,500",No,No,1960,Ulster,BT66 7EF,BT66,0.0,61.4,27.99,62.94,7.5,79.48,0.0,14.99,38.94,0.0,84.48,Male,Northern Ireland,31.97,36.32,33.98,134.19,1
7215,Zero,41-45,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1981,Meridian,CT7 9DR,CT7,0.0,0.0,24.49,4.49,14.46,1.99,44.96,4.98,2.89,0.0,15.98,Female,South East,8.69,11.8,12.3,-19.91,2
10358,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1992,HTV,TA23 0DT,TA23,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0.0,Male,South West,0.0,4.17,4.17,-15.11,2
7252,2,31-35,Partner,Manual Worker,Manual Worker,Own Home,">=35,000",No,No,1984,Yorkshire,LS28 8DF,LS28,9.49,128.97,24.99,57.48,0.0,44.47,95.9,0.0,23.23,0.0,0.0,Female,Unknown,44.19,27.27,36.85,162.15,2
5413,Zero,31-35,Single/Never Married,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1996,Anglia,CB1 5PB,CB1,173.45,54.98,0.0,13.46,93.4,26.95,0.0,58.46,0.0,0.0,32.49,Female,East Anglia,67.06,19.65,32.05,126.9,1
726,Zero,45-50,Partner,Other,Manual Worker,Own Home,"<10,000, >= 8,000",No,No,1977,HTV,TA16 5RD,TA16,0.0,142.85,0.0,140.84,0.0,40.42,0.0,74.41,14.99,37.92,2.0,Female,South West,56.74,28.29,45.11,141.02,2
7254,Zero,61-65,Divorced/Separated,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1997,Meridian,RH16 3TZ,RH16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,0.0,0.0,0.0,53.55,2
8562,Zero,26-30,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<27,500, >=25,000",No,No,1987,Anglia,MK45 1NN,MK45,14.47,0.0,0.0,222.87,0.0,129.94,0.0,55.93,0.0,60.4,0.0,Female,South East,47.47,41.05,68.12,99.58,2
11167,1,51-55,Divorced/Separated,Professional,Unknown,Own Home,"<10,000, >= 8,000",No,No,1981,Meridian,GU31 4HW,GU31,35.98,0.0,55.47,172.44,19.48,47.46,5.49,49.97,31.45,0.0,41.01,Female,South East,56.67,29.23,54.38,173.66,1
6841,Zero,45-50,Partner,Secretarial/Admin,Retired,Own Home,"<27,500, >=25,000",No,No,1972,Carlton,GU14 9HB,GU14,0.0,44.49,0.0,19.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,12.8,0.0,3.25,-32.87,2
11054,Zero,55-60,Divorced/Separated,Professional,Unknown,Own Home,"<20,000, >=17,500",Yes,No,1993,Meridian,CT10 2SQ,CT10,35.99,0.0,0.0,0.0,0.0,2.49,0.0,15.49,0.0,0.0,0.0,Male,South East,7.2,3.0,3.0,11.5,2
10149,Zero,55-60,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1990,Granada,PR3 0PH,PR3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,38.48,Female,North West,0.0,6.41,0.0,32.33,2
8141,1,31-35,Partner,Housewife,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1991,Granada,WA8 9JG,WA8,0.0,0.0,0.0,0.0,7.98,0.0,109.42,0.0,0.0,14.47,0.0,Female,North West,1.6,20.65,19.57,-1.98,2
3949,Zero,26-30,Single/Never Married,Professional,Professional,Own Home,">=35,000",No,No,1997,Meridian,BH14 8EU,BH14,0.0,34.99,0.0,162.44,0.0,62.91,17.99,144.89,18.46,7.98,0.0,Male,South West,39.49,42.04,67.78,187.99,2
9158,1,41-45,Partner,Professional,Unknown,Own Home,"<25,000, >=22,500",No,Yes,1977,Scottish TV,G12 0DB,G12,0.0,127.44,0.0,177.2,0.0,46.96,53.96,185.93,0.0,0.0,0.0,Male,Scotland,60.93,47.81,77.34,173.09,2
8752,Zero,51-55,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1968,Meridian,WA4 7PZ,WA4,0.0,48.47,0.0,32.45,0.51,45.45,0.0,23.98,0.0,0.0,29.99,Female,North West,16.29,16.57,17.07,53.34,2
3426,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,Yes,1960,Tyne Tees,DL12 9AS,DL12,0.0,0.0,0.0,0.0,41.47,11.99,0.0,0.0,0.0,0.0,0.0,Female,North,8.29,2.0,8.91,14.71,2
10828,Zero,31-35,Partner,Retired,Retired,Rent Privately,"<15,000, >=12,500",No,No,1965,Yorkshire,DN12 3EH,DN12,14.99,57.94,0.0,116.45,0.0,52.97,27.98,80.44,0.0,0.0,11.99,Male,Unknown,37.88,28.9,46.31,107.93,2
5546,1,65-70,Partner,Retired,Unknown,Rent Privately,"< 8,000, >= 4,000",No,No,1945,Meridian,BH21 5BA,BH21,0.0,0.0,0.0,0.0,0.0,4.99,0.0,18.0,3.0,0.0,0.0,Male,South West,0.0,4.33,4.33,9.66,2
2911,Zero,26-30,Single/Never Married,Secretarial/Admin,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1997,Yorkshire,NG18 3LQ,NG18,0.0,24.49,19.99,0.0,0.0,9.49,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,8.9,1.58,1.58,25.13,2
9905,1,31-35,Partner,Housewife,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1992,Border,LA18 5DZ,LA18,9.99,24.99,0.0,33.48,8.99,22.47,13.98,49.43,38.98,0.0,0.0,Female,North,15.49,20.81,27.89,48.77,1
8867,Zero,61-65,Partner,Housewife,Manual Worker,Own Home,"<12,500, >=10,000",No,No,1959,Meridian,M1 5ED,M1,0.0,43.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,8.8,0.0,0.0,-1.41,2
6072,Zero,45-50,Partner,Other,Other,Rent from Council/HA,"<10,000, >= 8,000",No,No,1982,Tyne Tees,NE10 8DR,NE10,592.36,0.0,92.96,0.0,126.41,0.0,0.0,0.0,0.0,0.0,878.49,Female,North,162.35,146.42,21.07,318.12,1
1788,Zero,51-55,Partner,Business Manager,Business Manager,Own Home,">=35,000",No,No,1980,Meridian,CT10 1LA,CT10,35.98,0.01,40.94,140.8,101.9,15.97,0.0,70.38,29.48,8.46,2.94,Female,South East,63.93,21.21,59.76,149.24,2
11511,Zero,55-60,Partner,Unknown,Housewife,Own Home,"<27,500, >=25,000",Yes,No,1982,Carlton,L18 6AF,L18,21.98,1.03,171.9,197.32,42.44,48.33,24.98,9.99,9.3,11.97,48.98,Male,North West,86.93,25.59,55.39,170.07,2
4620,1,31-35,Partner,Professional,Professional,Own Home,"<22,500, >=20,000",No,No,1995,Tyne Tees,HG2 0AY,HG2,0.0,0.0,0.0,0.0,4.99,0.0,78.94,122.37,0.0,12.99,0.0,Female,Unknown,1.0,35.72,34.38,117.05,2
4537,Zero,51-55,Partner,Retired,Business Manager,Own Home,"<30,000, >=27,500",No,No,1976,Grampian,PH22 1RW,PH22,77.47,25.0,42.98,146.41,10.99,74.39,0.0,38.94,0.0,0.0,0.0,Male,Scotland,60.57,18.89,45.12,83.33,2
